vid,yid,start,end,raw-text,tokenized-text,gloss,split
b7_yaar8zMc-00_00_48.666-00_00_54.133,b7_yaar8zMc,00:00:48.666,00:00:54.133,"Did you know that Marlee Matlin, who grew up with Howard, will be there?",did you know that marlee matlin who grew up with howard will be there,Know+that Marlee_fs Matlin_fs m-jawline grow-up with h-forehead will there.,valid
b7_yaar8zMc-00_00_59.466-00_00_59.666,b7_yaar8zMc,00:00:59.466,00:00:59.666,Looking forward to it. ,looking forward to it,Look-forward,valid
IpikEooTToI-00_01_46.666-00_02_04.733,IpikEooTToI,00:01:46.666,00:02:04.733,The NAD with other consumer groups will file comments for the first round of comments due May 14.,the nad with other consumer groups will file comments for the first round of comments due may 14,Specific we NAD_fs finish work with others++ they customers group++++ and specific will apply comment cl:put-on-paper recent next May_fs 14 that specific first group (alt)send+ comment specific.,valid
Xfua6HqFHzU-00_00_15.633-00_00_17.233,Xfua6HqFHzU,00:00:15.633,00:00:17.233,Emailing is a good option.,emailing is a good option,Email_fs contact {YES},valid
tAB9G6QcXDU-00_01_22.633-00_01_28.166,tAB9G6QcXDU,00:01:22.633,00:01:28.166,It can be a staff or someone you’ve worked with before.,it can be a staff or someone you ’ve worked with before,Can Be_fs staff can Be_fs some+one they work with hmm.,valid
tAB9G6QcXDU-00_01_40.000-00_01_51.766,tAB9G6QcXDU,00:01:40.000,00:01:51.766,"When you write your cover letter, you want to share how you will help improve the company and their services or products.",when you write your cover letter you want to share how you will help improve the company and their services or products,"When you type cover letter want tell what their CO_fs IX have 5-list, if hire you, how they improve advance their product, service, how?",valid
UjVWGLOwd0k-00_00_23.066-00_00_30.866,UjVWGLOwd0k,00:00:23.066,00:00:30.866,"There are a few exceptions to that law, but we still strongly encourage them to consider providing access.",there are a few exceptions to that law but we still strongly encourage them to consider providing access,Understand have IX+ release not+need provide me encourage still should encourage but release law require.,valid
i16hv4j0wBI-00_03_11.033-00_03_15.633,i16hv4j0wBI,00:03:11.033,00:03:15.633,"It was a struggle, and should have been easier like that of other hearing families.",it was a struggle and should have been easier like that of other hearing families,"IX struggle process, should smooth same other hearing family. ",valid
fNT8a6e1gx8-00_01_06.566-00_01_09.400,fNT8a6e1gx8,00:01:06.566,00:01:09.400,District 1 is called Lephix.,district 1 is called lephix,IX district name what? Lephix_fs,valid
fNT8a6e1gx8-00_02_49.400-00_02_54.466,fNT8a6e1gx8,00:02:49.400,00:02:54.466,We have to thank you for teaching us how they all work; we got mapped.,we have to thank you for teaching us how they all work we got mapped,We should thank why? IX teach us and (alt)tell-me+ do-do they IX work.  We got mapped_fs.,valid
fNT8a6e1gx8-00_06_15.166-00_06_21.733,fNT8a6e1gx8,00:06:15.166,00:06:21.733,"They won the nomination to go to the NAD Conference in Connecticut happening July 2-7, 2018.","they won the nomination to go to the nad conference in connecticut happening july 2-7, 2018",IX won IX won nomination for what? IX conference NAD_fs in where? Conn_fs for when? next-year July_fs 2nd through 7 th_fs 2018,valid
fNT8a6e1gx8-00_06_55.266-00_06_56.633,fNT8a6e1gx8,00:06:55.266,00:06:56.633,I feel inspired.,i feel inspired,Me feel wow inspired!,valid
fNT8a6e1gx8-00_08_20.566-00_08_22.366,fNT8a6e1gx8,00:08:20.566,00:08:22.366,"With unity, it can be approached better.",with unity it can be approached better,"Through unity, can approach better.",valid
fNT8a6e1gx8-00_10_21.700-00_10_24.333,fNT8a6e1gx8,00:10:21.700,00:10:24.333,My name is Joshua Wojnar and I am a sophomore from Massachusetts.,my name is joshua wojnar and i am a sophomore from massachusetts,"My name Jsua_fs Woju_fs. Me from Mass_fs, me sophmore. ",valid
Bz95GFOr1jQ-00_00_09.233-00_00_12.166,Bz95GFOr1jQ,00:00:09.233,00:00:12.166,"If you need to go to the hospital, you need to be prepared.",if you need to go to the hospital you need to be prepared,If need go hospital need first plan.,valid
5zKKtPxCeeA-00_00_52.600-00_01_03.166,5zKKtPxCeeA,00:00:52.600,00:01:03.166,"If you need a transcript, ask for it before the meeting, so that it can be prepared quickly after the meeting ends.",if you need a transcript ask for it before the meeting so that it can be prepared quickly after the meeting ends,"You, me transcript_fs ask before hey me want transcript_fs cl:paper ready.  IX (nod) will record type, meeting finish, ready cl:hold-paper read again what they since speak.",valid
1XGGYA2sAGU-00_00_06.433-00_00_14.766,1XGGYA2sAGU,00:00:06.433,00:00:14.766,"Earlier this month we had a NAD conference in Hartford, with over 2,100 people in attendance!","earlier this month we had a nad conference in hartford with over 2,100 people in attendance","This month July_fs recent NAD_fs conference announce IX where? Hartford_fs people cl:gather over 2,100 ",valid
KWiU6b05W7Y-00_00_46.733-00_00_53.233,KWiU6b05W7Y,00:00:46.733,00:00:53.233,"If a dentist has concerns during an exam, the dentist can do a biopsy to verify any oral cancer.",if a dentist has concerns during an exam the dentist can do a biopsy to verify any oral cancer,If dentist look-at IX concern can do biopsy_fs make sure tru-biz oral cancer_fs,valid
2s0E4Xc_Vc0-00_00_46.533-00_00_58.366,2s0E4Xc_Vc0,00:00:46.533,00:00:58.366,"There will be several tracks available at NLTC: Education Advocacy, Legislative Training, Government Training, and a general training track.",there will be several tracks available at nltc education advocacy legislative training government training and a general training track,"Me will have tracks trks_fs during NLTC_fs what? 1st Education advocacy, 2nd Legislative training, 3rd Government Training, 4th General Training track wow excited that",valid
YcdSExm1cXU-00_00_05.266-00_00_08.300,YcdSExm1cXU,00:00:05.266,00:00:08.300,How many of you are looking forward to the NAD Conference this summer?!,how many of you are looking forward to the nad conference this summer,How+many you-all look-forward NAD_fs conference this summer?,valid
YcdSExm1cXU-00_01_09.133-00_01_23.300,YcdSExm1cXU,00:01:09.133,00:01:23.300,"In exchange for room and board, I volunteered at their flower farm - weeding, gardening, and meeting adorable baby goats!",in exchange for room and board i volunteered at their flower farm weeding gardening and meeting adorable baby goats,"Me exchange stay, food, me do-do? me volunteer all-day+ (2h)pick-up with their flower farm, weeding_fs, plant, and social with their cute many baby goat, really wow enjoy. ",valid
YcdSExm1cXU-00_02_39.766-00_02_42.000,YcdSExm1cXU,00:02:39.766,00:02:42.000,See you at the conference this July!,see you at the conference this july,See you-all IX conference July_fs.,valid
WbY5hUpZrME-00_01_21.766-00_01_25.533,WbY5hUpZrME,00:01:21.766,00:01:25.533,We have transitioned to Maryland because we didn't have any office in D.C.,we have transitioned to maryland because we did n't have any office in d.c.,"Transfer why this MD_fs, me none DC_fs office none.",valid
tDmD1ZeYeNQ-00_01_06.200-00_01_08.366,tDmD1ZeYeNQ,00:01:06.200,00:01:08.366,They are using videos to share their information without captions.,they are using videos to share their information without captions,Now cl:bring-up-video video++ none caption.,valid
zsHK8wYjQ9E-00_00_16.000-00_00_26.400,zsHK8wYjQ9E,00:00:16.000,00:00:26.400,"It is important to remind corporations, businesses, government, states, and so forth, to hire deaf or hard of hearing people who have the skills.",it is important to remind corporations businesses government states and so forth to hire deaf or hard of hearing people who have the skills,"That month important (alt)nudge+ different corp_fs, business, government, state, different+, (2h)hey hire people who deaf, hard-of-hearing, have many skill+ ",valid
zsHK8wYjQ9E-00_00_31.900-00_00_36.600,zsHK8wYjQ9E,00:00:31.900,00:00:36.600,We have many projects and efforts to spread awareness in October.,we have many projects and efforts to spread awareness in october,"we many different+ project, effort, yes, but OCT_fs important (alt)nudge know++.",valid
9SdgcJ3CItw-00_00_06.566-00_00_27.366,9SdgcJ3CItw,00:00:06.566,00:00:27.366,"Today, the NAD filed a new lawsuit against an organization called the Mountain States Health Alliance, which runs a number of hospitals, including Johnson City Medical Center in Johnson City, TN.",today the nad filed a new lawsuit against an organization called the mountain states health alliance which runs a number of hospitals including johnson city medical center in johnson city tn,"Now NAD_fs new sue organization called mountain_fs states_fs health_fs alliance_fs supreme cl:spread-down ~diff..~ several hospital, one called Johnson_fs County_fs ~H~ Medical Center in Johnson_fs City_fs Tenn_fs",valid
9SdgcJ3CItw-00_01_21.000-00_01_24.666,9SdgcJ3CItw,00:01:21.000,00:01:24.666,"During this six-month period, Sydnei’s parents stayed by her side day and night.",during this six-month period sydnei ’s parents stayed by her side day and night,6-months span parents stay with d-on-chest all-day all-night.,valid
kqAi3ZphaCQ-00_00_25.166-00_00_26.566,kqAi3ZphaCQ,00:00:25.166,00:00:26.566,YAP is still new.,yap is still new,YAP_fs still new still.,valid
kqAi3ZphaCQ-00_00_41.700-00_00_44.733,kqAi3ZphaCQ,00:00:41.700,00:00:44.733,The discussion really opened my eyes.,the discussion really opened my eyes,Me discuss that them cl:open-eyes (2h)IX-eyes.,valid
KwqCdno2f5E-00_01_41.566-00_01_49.600,KwqCdno2f5E,00:01:41.566,00:01:49.600,"In my closing comments, this is just one of several vlogs for you to know what NAD is doing.",in my closing comments this is just one of several vlogs for you to know what nad is doing,Now in my closing comment what? you-all this first several vlog you-all watch your NAD_fs.,valid
NGry3ZtyTyE-00_00_07.166-00_00_14.200,NGry3ZtyTyE,00:00:07.166,00:00:14.200,The resume and cover letter aren’t enough to convince that you’re the right fit.,the resume and cover letter are n’t enough to convince that you ’re the right fit,Not-matter fill-out resume cover letter mean ~eno..~ IX enough people convince-me you right person fit? no+.,valid
NGry3ZtyTyE-00_01_01.366-00_01_03.766,NGry3ZtyTyE,00:01:01.366,00:01:03.766,If you’re nervous – it's okay.,if you ’re nervous it 's okay,"If me nervous, inform-you know fine.",valid
NGry3ZtyTyE-00_01_35.266-00_01_37.366,NGry3ZtyTyE,00:01:35.266,00:01:37.366,You want to impress the company and the boss.,you want to impress the company and the boss,"Impress CO_fs, impress boss.",valid
NGry3ZtyTyE-00_01_50.366-00_01_55.433,NGry3ZtyTyE,00:01:50.366,00:01:55.433,"First, email them a simple thank you.",first email them a simple thank you,"IX+one email thank-you simple, thank-you simple++.",valid
hvSB-C04cc4-00_03_27.166-00_03_29.766,hvSB-C04cc4,00:03:27.166,00:03:29.766,"Since this is a short video, I just did each line as I caption it.",since this is a short video i just did each line as i caption it,IX short blah I type in caption can.,valid
6vmtT8VJus8-00_00_18.433-00_00_23.000,6vmtT8VJus8,00:00:18.433,00:00:23.000,"There are so many different intelligence levels, and ... science is what I’m good at.",there are so many different intelligence levels and ... science is what i ’m good at,people smart in different++ ~uhh~ I have smart in my way that IX science hmm.,valid
k7kOtz1kPk8-00_00_53.633-00_00_59.333,k7kOtz1kPk8,00:00:53.633,00:00:59.333,"This bridges the gap between and adds information to Youth Chapter, which is cool.",this bridges the gap between and adds information to youth chapter which is cool,what miss between over bridge_fs will inform add that youth chapter that IX cool.,valid
k7kOtz1kPk8-00_01_14.500-00_01_25.433,k7kOtz1kPk8,00:01:14.500,00:01:25.433,"For NAD Youth Programs related information, please contact us via Facebook, at the NAD Youth Programs, or email us through the NAD's website page ""Contact Us"".",for nad youth programs related information please contact us via facebook at the nad youth programs or email us through the nad 's website page contact us,want contact ND_fs youth program what? can contact us through our fb_fs page NAD_fs youth program or_fs contact us through NAD_fs website IX contact us page.,valid
e1BScFHBdZM-00_00_36.133-00_00_36.766,e1BScFHBdZM,00:00:36.133,00:00:36.766,Congratulations.,congratulations,Congratulations.,valid
h9cr6AMsZ1A-00_00_24.500-00_00_37.166,h9cr6AMsZ1A,00:00:24.500,00:00:37.166,"And people would become carpenters, laborers, mechanics, plowers and farmers.",and people would become carpenters laborers mechanics plowers and farmers,"And become carpenters laborers_fs, mechanics_fs, plowers, farmers_fs.",valid
_IP7gafdL-M-00_00_06.333-00_00_07.600,_IP7gafdL-M,00:00:06.333,00:00:07.600,You seem really stressed?,you seem really stressed,You look really stressed?,valid
_IP7gafdL-M-00_00_16.100-00_00_17.600,_IP7gafdL-M,00:00:16.100,00:00:17.600,"Wow, you're a busy guy!",wow you 're a busy guy,"Wow, you always busy man",valid
OsDhpgMygiQ-00_01_20.733-00_01_24.100,OsDhpgMygiQ,00:01:20.733,00:01:24.100,"I decided to volunteer at the Aspen Camp, and I enjoyed my time there.",i decided to volunteer at the aspen camp and i enjoyed my time there,Decide volunteer Apsen_fs camp enjoy.,valid
